NAME;LABEL
23.30.10.17.37.14;Sectional Overhead Doors
23.30.10.21;Special Function Doors
23.30.10.21.11;Fire Doors
23.30.10.21.11.11;Rolling Fire Doors
23.30.10.21.11.14;Fire Shutters
23.30.10.21.11.17;Swinging Fire Doors
23.30.10.21.11.21;Temperature Rate of Rise Fire Doors
23.30.10.21.14;Security Doors
23.30.10.21.17;Controlled Environment Doors
23.30.10.21.17.11;Cold Storage Doors
23.30.10.21.17.14;Sound Control Doors
23.30.10.21.17.17;Radiation Protection Doors
23.30.10.21.17.17.11;Electromagnetic Shielding Doors
23.30.10.21.17.17.14;RF Shielding Doors
23.30.10.21.17.17.17;BO Shielding Doors
23.30.10.21.17.17.21;Radio Frequency Protection Doors
23.30.10.21.17.17.24;X-Ray Protection Doors
23.30.10.21.17.17.27;Nuclear Radiation Protection Doors
23.30.10.21.17.17.31;High Energy Magnetic Pulse Protection Doors
23.30.10.21.21;Detention Doors
23.30.10.21.24;Hanger Doors
23.30.10.21.27;Lightproof Doors
23.30.10.21.27.11;Revolving Darkroom Door
23.30.10.21.31;Traffic Doors
23.30.10.21.31.11;Flexible Traffic Doors
23.30.10.21.31.14;Flexible Strip Doors
23.30.10.21.31.17;Rigid Panel Traffic Doors
23.30.10.21.31.21;Rapid Opening Doors
23.30.10.21.34;Industrial Doors
23.30.10.21.37;Pressure-Resistant Doors
23.30.10.21.37.11;Airtight Doors
23.30.10.21.37.14;Blast-Resistant Doors
23.30.10.21.37.17;Watertight Doors
23.30.10.24;Other Doors
23.30.10.24.11;Storm Doors
23.30.10.24.14;Screen Doors
23.30.10.24.17;Other Special Purpose Doors
23.30.10.27;Access Doors and Panels
23.30.10.27.11;Trap Doors
23.30.10.27.14;Access Panels
23.30.10.27.17;Access Doors
23.30.10.27.21;Floor Hatches
23.30.10.27.24;Roof Hatches
23.30.10.27.27;Security Hatches
23.30.20.00;Windows
23.30.20.11;Window Components
23.30.20.11.11;Window Sections
23.30.20.11.14;Window Linings and Boards
23.30.20.11.17;Window Vents
23.30.20.14;Windows by Material
23.30.20.14.11;Metal Windows
23.30.20.14.14;Wood Windows
23.30.20.14.17;Plastic Windows
23.30.20.14.21;Composite Windows
23.30.20.17;Windows by Method of Opening
23.30.20.17.11;Fixed Windows
23.30.20.17.14;Sliding Windows
23.30.20.17.14.11;Vertical Sliding Windows
23.30.20.17.14.14;Horizontal Sliding Windows
23.30.20.17.17;Hung Windows
23.30.20.17.17.11;Single-Hung Windows
23.30.20.17.17.14;Double-Hung Windows
23.30.20.17.17.17;Triple-Hung Windows
23.30.20.17.21;Swinging Windows
23.30.20.17.21.11;Awning Windows
23.30.20.17.21.14;Casement Windows
23.30.20.17.21.17;Projected Windows
23.30.20.17.21.21;Vertical Pivoted Windows
23.30.20.17.21.24;Jalousie Windows
23.30.20.17.21.27;Jal-Awning Windows
23.30.20.21;Other Windows
23.30.20.21.11;Projecting Windows
23.30.20.21.11.11;Bay Windows
23.30.20.21.11.11.11;Angled Bay Windows
23.30.20.21.11.11.14;Box Bay Windows
23.30.20.21.11.14;Bow Windows
23.30.20.21.11.17;Garden Windows
23.30.20.21.14;Roof Windows
23.30.20.21.17;Pavement Lights
23.30.20.21.17.11;Glass Masonry Units
23.30.20.24;Special Purpose Windows
23.30.20.24.11;Detention Windows
23.30.20.24.14;Pass Windows
23.30.20.24.17;Controlled Environment Windows
23.30.20.24.17.11;Sound Control Windows
23.30.20.24.17.14;Radiation Protection Windows
23.30.20.24.17.14.11;Electromagnetic Shielding Windows
23.30.20.24.17.14.14;RF Shielding Windows
23.30.20.24.17.14.17;BO Shielding Windows
23.30.20.24.17.14.21;Radio Frequency Protection Windows
23.30.20.24.17.14.24;X-Ray Protection Windows
23.30.20.24.17.14.27;Nuclear Radiation Protection Windows
23.30.20.24.17.14.31;High Energy Magnetic Pulse Protection Windows
23.30.20.24.21;Security Windows
23.30.30.00;Skylights 
23.30.30.11;Skylight Components
23.30.30.11.11;Skylight Hardware
23.30.30.14;Unit Skylights
23.30.30.14.11;Domed Unit Skylights
23.30.30.14.14;Pyramidal Unit Skylights
23.30.30.14.17;Vaulted Unit Skylights
23.30.30.17;Metal-Framed Skylights
23.30.30.17.11;Domed Metal-Framed Skylights
23.30.30.17.14;Motorized Metal-Framed Skylights
23.30.30.17.17;Pyramidal Metal-Framed Skylights
23.30.30.17.21;Ridge Metal-Framed Skylights
23.30.30.17.24;Vaulted Metal-Framed Skylights
23.30.30.21;Lantern Lights
23.30.30.24;Tubular Skylights
23.30.40.00;Hardware for Openings
23.30.40.11;Hardware for Doors
23.30.40.11.11;Rotation, Pivoting Door Gear
23.30.40.11.14;Sliding Door Gear
23.30.40.11.17;Combined Movement Door Gear
23.30.40.11.21;Door Guiding Hardware
23.30.40.11.24;Door Holding Hardware
23.30.40.11.24.11;Door Hold Open Hardware
23.30.40.11.27;Door Closing Hardware
23.30.40.11.27.11;Door Closers
23.30.40.11.27.11.11;Floor Door Closers
23.30.40.11.27.11.14;Surface Door Closers
23.30.40.11.27.11.17;Concealed Overhead Door Closers
23.30.40.11.31;Door Locking Hardware
23.30.40.11.34;Automatic Door Controls and Operators
23.30.40.11.34.11;Card Key Door Locking Hardware
23.30.40.11.34.14;Electrical Door Locking Control
23.30.40.11.34.17;Electromagnetic Door Holders
23.30.40.14;Hardware for Windows
23.30.40.14.11;Sliding Window Gear
23.30.40.14.11.11;Horizontal Sliding Window Gear
23.30.40.14.11.14;Vertical Sliding Window Gear
23.30.40.14.11.17;Sliding Projecting Window Gear
23.30.40.14.14;Horizontal Pivoting Window Gear
23.30.40.14.17;Window Tilt and Turn Gear
23.30.40.14.21;Louver Gear
23.30.40.14.24;Automatic Window Equipment
23.30.40.14.27;Window Locks
23.30.40.14.31;Window Lifts
23.30.40.14.34;Window Operators
23.30.40.17;Specialties for Openings
23.30.40.17.11;Door Specialties
23.30.40.17.14;Window Specialties
23.30.40.21;Mechanical Fasteners for Openings 
23.30.40.24;Hinges and Pivots
23.30.40.24.11;Hinges
23.30.40.24.14;Pivots
23.30.40.27;Locks and Latches
23.30.40.27.11;Mortise
23.30.40.27.14;Cylindrical Latch
23.30.40.27.17;Lock Cylinders
23.30.40.27.21;Deadbolts
23.30.40.31;Handles, Knobs, Levers, and Security Bars
23.30.40.31.11;Security Devices
23.30.40.34;Weatherstripping and Seals
23.30.40.34.11;Door Weatherstripping and Seals
23.30.40.34.14;Thresholds
23.30.40.34.17;Window Weatherstripping and Seals
23.30.40.99;Other Openings Hardware
23.30.40.99.11;Door Stops
23.30.50.00;Glazing
23.30.50.11;Glass Glazing   
23.30.50.11.11;Bent Glass
23.30.50.11.14;Chemically-Strengthened Glass
23.30.50.11.17;Coated Glass
23.30.50.11.21;Composite Glass
23.30.50.11.24;Decorative Glass
23.30.50.11.27;Fire-Rated Glass
23.30.50.11.31;Float Glass
23.30.50.11.34;Heat-Strengthened Glass
23.30.50.11.37;Impact Resistant Glass
23.30.50.11.41;Insulating Glass
23.30.50.11.44;Laminated Glass
23.30.50.11.47;Low-Emissivity Glass
23.30.50.11.51;Mirrored Glass
23.30.50.11.54;Rolled Glass
23.30.50.11.57;Spandrel Glass
23.30.50.11.61;Tempered Glass
23.30.50.11.64;Wired Glass
23.30.50.14;Plastic Glazing
23.30.50.14.11;Ballistics-Resistant Plastic Glazing
23.30.50.14.14;Decorative Plastic Glazing
23.30.50.14.17;Insulating Plastic Glazing
23.30.50.14.21;Translucent Plastic Glazing
23.30.50.14.24;Transparent Plastic Glazing
23.30.50.14.27;Mirrored Plastic Glazing
23.30.50.17;Glazing by Special Function
23.30.50.17.11;Security Glazing
23.30.50.17.14;Ballistics-Resistant Glass Glazing
23.30.50.17.17;Pressure-Resistant Glazing
23.30.50.17.21;Hurricane-Resistant Glazing
23.30.50.17.24;Radiation-Resistant Glazing
23.30.50.17.27;Transparent Mirrored Glazing
23.30.50.17.31;Cable Suspended Glazing
23.30.50.21;Glazing Components
23.30.50.21.11;Glazing Frames
23.30.50.21.14;Glazing Sections
23.30.50.21.17;Mechanical Glazing Fasteners
23.30.50.24;Glazing Accessories
23.30.50.24.11;Glazing Beads
23.30.50.24.14;Condensation Channels
23.30.50.24.17;Glazing Sealants and Tapes
23.30.50.24.21;Glazing Gaskets
23.30.50.24.24;Glazing Leading Material
23.30.50.27;Protective Films by Performance
23.30.50.27.11;Solar Control Films
23.30.50.27.14;Safety Films
23.30.50.27.17;Security Films
23.30.50.31;Glazing Sections, Blocks
23.30.50.31.11;U Sections
23.30.50.31.14;Glass Masonry Units
23.30.60.00;Protection of Openings
23.30.60.11;Exterior Protection of Openings
23.30.60.11.11;Projecting Screens
23.30.60.11.11.11;Canopies
23.30.60.11.11.11.11;Solid Canopies
23.30.60.11.11.11.14;Louvered Canopies
23.30.60.11.11.14;Vertical Fins
23.30.60.11.11.14.11;Solid Vertical Fins
23.30.60.11.11.14.14;Louvered Vertical Fins
23.30.60.11.11.17;Awnings
23.30.60.11.11.17.11;Manual Awnings
23.30.60.11.11.17.14;Powered Awnings
23.30.60.11.14;Exterior Shutters
23.30.60.11.14.11;Shutter Components
23.30.60.11.14.11.11;Roller Shutter Gear
23.30.60.11.14.11.14;Roller Shutter Sections
23.30.60.11.14.11.17;Roller Shutter Casings
23.30.60.11.14.14;Sliding Exterior Shutters
23.30.60.11.14.17;Swinging Exterior Shutters
23.30.60.11.14.21;Coiling Exterior Shutters
23.30.60.11.17;Exterior Louvers and Grilles
23.30.60.11.17.11;Fixed Exterior Louvers and Grilles
23.30.60.11.17.14;Roller Exterior Louvers and Grilles
23.30.60.11.17.17;Sliding Exterior Louvers and Grilles
23.30.60.11.21;Storm Panels
23.30.60.11.21.11;Demountable Storm Panels
23.30.60.11.21.14;Movable Storm Panels
23.30.60.14;Interior Window Treatment
23.30.60.14.11;Blinds
23.30.60.14.11.11;Horizontal Blinds
23.30.60.14.11.14;Vertical Blinds
23.30.60.14.11.17;Blinds Components
23.30.60.14.11.17.11;Slats
23.30.60.14.11.17.14;Vanes
23.30.60.14.11.17.17;Blinds Hardware
23.30.60.14.14;Curtains and Drapes
23.30.60.14.17;Interior Shutters
23.30.60.14.21;Shades
23.30.60.17;Fire and Smoke Shutters and Curtains
23.30.60.17.11;Fire Shutters
23.30.60.17.11.11;Vertical Fire Shutters
23.30.60.17.11.14;Horizontal Fire Shutters
23.30.60.17.14;Smoke Curtains and Shutters
23.30.60.17.17;Water Spray Smoke Curtains
23.30.60.21;Insect Screens
23.30.60.21.11;Complete Insect Screens
23.30.60.21.14;Components
23.30.60.21.14.11;Frames for Insect Screens
23.30.60.21.14.14;Mesh for Insect Screens
23.30.70.00;Circulation and Escape
23.30.70.11;Ramps
23.30.70.14;Walkways
23.30.70.17;Ladders
23.30.70.17.11;Ladder Components
23.30.70.17.11.11;Ladder Hardware
23.30.70.17.11.14;Rungs
23.30.70.17.14;Vertical Ladders
23.30.70.17.17;Ship’s Ladders
23.30.70.21;Stairs
23.30.70.21.11;Stair Components
23.30.70.21.11.11;Stair Treads
23.30.70.21.11.11.11;Stair Nosings
23.30.70.21.11.11.14;Tread Coverings
23.30.70.21.11.14;Stair Railings
23.30.70.21.11.17;Stair Handrails
23.30.70.21.11.21;Stair Barrier Gates
23.30.70.21.14;Spiral Stairs
23.30.70.21.14.11;Metal Spiral Stairs
23.30.70.21.14.14;Wood Spiral Stairs
23.30.70.21.17;Retractable Stairs
23.30.70.24;Fire Escapes
23.30.70.24.11;Escape Ladders, Stairs
23.30.70.24.11.11;Fire Escapes
23.30.70.24.14;Escape Slides
23.30.70.24.17;Slings
23.30.80.00;Circulation Guiding and Protection
23.30.80.11;Guardrails
23.30.80.11.11;Guardrail Components
23.30.80.11.11.11;Infill Panels
23.30.80.11.11.14;Posts, Newel Posts, Pickets
23.30.80.11.11.17;Railing
23.30.80.14;Handrails
23.30.82.11;Rope Handrails
23.30.82.12;Cappings
23.30.82.13;Chain Handrails
23.30.80.17;Impact Protection
23.30.80.17.11;Impact Guard Rails
23.30.80.17.11.11;Bumper Guards
23.30.80.17.14;Corner Guards
23.30.80.17.17;Column Protectors
23.30.80.17.21;Door and Wall Protectors
23.30.80.17.21.11;Impact-Resistant Wall Protection
23.35.00.00;Covering, Cladding, and Finishes
23.35.05.00;Multi-Function Coverings, Claddings, Linings
23.35.05.11;Multi-Function Claddings
23.35.05.14;Preformed Casings
23.35.05.17;Ancillary Products for Coverings and Claddings
23.35.05.17.11;Supports for Coverings and Claddings
23.35.05.17.14;Mechanical Fasteners for Coverings and Claddings
23.35.05.17.17;Movement and Dividing Joints for Coverings and Claddings
23.35.05.17.21;Joint Coverings, Flashings, Tapes
23.35.05.17.24;Reinforcements for Coverings and Claddings
23.35.05.17.27;Trims, Edgings, Cappings
23.35.05.17.31;Spacers
23.35.05.17.34;Profile Fillers
23.35.05.17.37;Underlays, Linings, Separations
23.35.05.17.41;Beddings, Adhesives for Coverings and Claddings
23.35.05.17.44;Sealants for Coverings and Claddings
23.35.06.10;Roof and Wall Cladding
23.35.06.11;Siding
23.35.06.11.10;Metal Siding
23.35.06.11.20;Composition Siding
23.35.06.11.30;Mineral Fiber Cement Siding
23.35.06.11.40;Plastic Siding
23.35.06.11.50;Wood Siding
23.35.06.20;Multi-Function Linings
23.35.06.21;Roof and Wall Panels
23.35.06.21.10;Metal Roof and Wall Panels
23.35.06.21.20;Plastic Roof and Wall Panels
23.35.06.21.30;Wood Roof and Wall Panels
23.35.06.21.40;Composite Roof and Wall Panels
23.35.06.21.50;Faced Roof and Wall Panels
23.35.06.21.51;Aggregate Coated Panels
23.35.06.21.52;Porcelain Enameled Faced Panels
23.35.06.21.53;Tile Faced Panels
23.35.06.21.60;Fiber-Reinforced Cementitious Panels
23.35.06.21.61;Glass-Fiber-Reinforced Cementitious Panels
23.35.06.21.62;Miner-Fiber-Reinforced Cementitious Panels
23.35.06.22;Ceiling and Wall Panels
23.35.06.22.10;Flexible Wood Sheets
23.35.06.22.20;Acoustical Wall Treatment
23.35.06.23;Plasters
23.35.10.00;Wall Coverings, Claddings, Linings
23.35.10.11;Wall Cladding Sections
23.35.10.11.11;Metal Wall Cladding Sections
23.35.10.11.14;Wood Wall Cladding Sections
23.35.10.11.17;Plastics Wall Cladding Sections
23.35.10.11.99;Other Wall Cladding Sections
23.35.10.14;Wall Tiles
23.35.10.14.11;Stone, Natural and Reconstituted Wall Tiles
23.35.10.14.14;Cementitious Wall Tiles
23.35.10.14.17;Clay-Based Wall Tiles
23.35.10.14.21;Metal Wall Tiles
23.35.10.14.24;Vegetable-Based Wall Tiles
23.35.10.14.27;Plastics Wall Tiles
23.35.10.14.31;Other Wall Tiles
23.35.10.17;Wall Cladding Panels
23.35.10.17.11;Stone Facing
23.35.10.17.14;Cementitious Wall Cladding Panels
23.35.10.17.14.11;Precast Concrete Wall Cladding Panels
23.35.10.17.17;Metal Wall Cladding Panels
23.35.10.17.21;Wood-Based Wall Cladding Panels
23.35.10.17.24;Plastic Wall Cladding Panels
23.35.10.17.24.11;Plastic Blocks
23.35.10.17.99;Other Wall Cladding Panels
23.35.10.21;Wall Cladding Sheets
23.35.10.21.11;Fiber-Based Wall Cladding Sheets
23.35.10.21.14;Metal Wall Cladding Sheets
23.35.10.21.17;Plastic Wall Cladding Sheets
23.35.10.24;Wall Coverings
23.35.10.24.11;Wallpaper
23.35.10.24.14;Wall Fabrics
23.35.10.24.17;Plastic Wall Coverings
23.35.10.24.21;Cork Wall Covering
23.35.10.24.24;Vinyl-Coated Fabric Wall Covering
23.35.10.24.27;Vinyl Wall Covering
23.35.10.24.31;Wall Carpet
23.35.10.24.34;Wall Veneers
23.35.10.27;Wall Linings
23.35.10.31;Wall Finish Coatings
23.35.10.34;Wall Specialties and Trim
23.35.10.34.11;Pilasters
23.35.10.34.14;Niches
23.35.10.34.17;Moldings
23.35.10.34.21;Renovating Wall Coverings, Claddings
23.35.10.37;Wall Finish Restoration Products
23.35.17.10;Renders
23.35.17.20;Acoustical Wall Finishes
23.35.20.00;Roof Coverings, Claddings, Linings
23.35.20.11;Roof Shingles and Tiles
23.35.20.11.11;Roof Shingle and Tile Components
23.35.20.11.11.11;Shingles, Shakes
23.35.20.11.11.14;Slate, Tile Vents
23.35.20.11.11.17;Tile and Slate Mechanical Fasteners
23.35.20.11.11.21;Ridges, Rake Edges (Verges  ), Edges
23.35.20.11.11.24;Underlayment
23.35.20.11.14;Roof Tiles
23.35.20.11.14.11;Clay
23.35.20.11.14.14;Concrete
23.35.20.11.14.17;Metal
23.35.20.11.14.21;Mineral Fiber Cement
23.35.20.11.14.24;Plastic
23.35.20.11.17;Slates
23.35.20.11.21;Natural Stone Roofing
23.35.20.11.24;Roof Shingles
23.35.20.11.24.11;Asphalt Roof Shingles
23.35.20.11.24.14;Fiberglass Reinforced Roof Shingles
23.35.20.11.24.17;Metal Roof Shingles
23.35.20.11.24.21;Mineral Fiber Cement Roof Shingles
23.35.20.11.24.24;Plastic Roof Shingles
23.35.20.11.24.27;Porcelain Enamel Roof Shingles
23.35.20.11.24.31;Wood Shingles
23.35.20.11.27;Shakes
23.35.20.11.27.11;Wood Shakes
23.35.20.14;Roof Cladding
23.35.20.14.11;Roof Cladding Sheets
23.35.20.14.11.11;Metal Roof Panels
23.35.20.14.11.14;Sheet Metal Roofing
23.35.20.14.14;Roof Battens
23.35.20.17;Roof Coverings
23.35.20.17.11;Thatched Roofing
23.35.20.17.14;Sod Roofing
23.35.20.17.17;Vegetated Covering
23.35.20.21;Roof Membranes
23.35.20.21.11;Single-Layer Roof Membranes
23.35.20.21.11.11;Elastomeric Single-Layer Roof Membranes
23.35.20.21.11.11.11;Chlorinated Polyethylene (CPE) Single-Layer Roof Membranes
23.35.20.21.11.11.14;Chlorosulfonated Polyethylene (CSPE) Single-Layer Roof Membranes
23.35.20.21.11.11.17;Copolymer Alloy (CPA) Single-Layer Roof Membranes
23.35.20.21.11.11.21;Ethylene Propylene Diene Monomer (EPDM) Single-Layer Roof Membranes
23.35.20.21.11.11.24;Nitrile Butadiene Polymer (NBP) Single-Layer Roof Membranes
23.35.20.21.11.11.27;Polyisobutylene (PIB) Single-Layer Roof Membranes
23.35.20.21.11.14;Thermoplastic Single-Layer Roof Membranes
23.35.20.21.11.14.11;Ethylene Interpolymer (EIP) Single-Layer Roof Membranes
23.35.20.21.11.14.14;Polyvinyl chloride (PVC) Single-Layer Roof Membranes
23.35.20.21.11.14.17;Thermoplastic Alloy (TPA) Single-Layer Roof Membranes
23.35.20.21.14;Multi-Layer Roof Membranes
23.35.20.21.14.11;Built-Up Bituminous Roofing
23.35.20.21.14.11.11;Asphalt Roofing
23.35.20.21.14.11.14;Coal-Tar Roofing
23.35.20.21.14.14;Cold-Applied Bituminous Roofing
23.35.20.21.14.14.11;Cold-Applied Mastic Roof Membrane
23.35.20.21.14.14.14;Glass-Fiber-Reinforced Asphalt Emulsion Roofing
23.35.20.21.14.17;Modified Bituminous Roof Membranes (APP, SBS, etc)
23.35.20.21.17;Fluid Applied Roofing
23.35.20.21.21;Coated Foam Roofing
23.35.20.21.24;Roll Roofing
23.35.20.24;Roof Decking
23.35.20.24.11;Cementitious Roof Deck
23.35.20.24.14;Lightweight Concrete Roof Insulation
23.35.20.24.14.11;Composite Concrete and Insulation Roof Deck
23.35.20.24.14.14;Lightweight Cellular Concrete Roof Deck
23.35.20.24.14.17;Lightweight Insulating Concrete Roof Deck
23.35.20.24.17;Concrete Roof Topping
23.35.20.27;Roof Finishing Coatings
23.35.20.31;Roof Specialties and Accessories
23.35.20.31.11;Roof Edgings and Trims
23.35.20.31.11.11;Copings
23.35.20.31.11.14;Counterflashing Systems
23.35.20.31.11.21;Gravel Stops and Facias
23.35.20.31.11.24;Roof Penetration Flashing
23.35.20.31.11.27;Reglets
23.35.20.31.11.31;Scuppers
23.35.20.31.14;Flexible Flashing
23.35.20.31.14.11;Laminated Sheet Flexible Flashing
23.35.20.31.14.14;Modified Bituminous Sheet Flexible Flashing
23.35.20.31.14.17;Plastic Sheet Flexible Flashing
23.35.20.31.14.21;Rubber Sheet Flexible Flashing
23.35.20.31.14.24;Self-Adhering Sheet Flexible Flashing
23.35.20.31.17;Roof Expansion Joints
23.35.20.31.21;Roof Vents
23.35.20.31.21.11;Relief Vents
23.35.20.31.21.14;Ridge Vents
23.35.20.31.21.17;Smoke Vents
23.35.20.31.24;Roof Walkways
23.35.20.31.24.11;Roof Pavers
23.35.20.31.24.11.11;Precast Concrete Roof Pavers
23.35.20.31.24.11.14;Pedestals Roof Pavers
23.35.20.31.24.14;Roof Treads
23.35.20.31.24.14.11;Rubber Roof Treads
23.35.20.31.27;Roof Accessories
23.35.20.31.27.11;Manufactured Roof Curbs
23.35.20.31.27.14;Snow Guards
23.35.20.31.27.17;Piping Portals
23.35.20.31.27.21;Roof Domes, Turrets, Lanterns
23.35.20.31.31;Vegetated Roof Planting Modules
23.35.20.31.34;Renovation Products for Roof Coverings and Claddings
23.35.50.00;Floor Coverings
23.35.50.11;Flooring Specialties and Accessories
23.35.50.11.11;Floor Toppings
23.35.50.11.11.11;Concrete Floor Topping
23.35.50.11.14;Floor Underlayments
23.35.50.11.14.11;Cementitious Floor Underlayment
23.35.50.11.14.11.11;Gypsum Floor Underlayment
23.35.50.11.14.11.14;Portland Cement Floor Underlayment
23.35.50.11.14.14;Other Floor Underlayments
23.35.50.11.21;Floor Base and Accessories
23.35.50.11.21.11;Base and Accessories for Floor Coverings
23.35.50.11.21.14;Acoustic Floor Mountings
23.35.50.11.21.17;Underlays, Linings, Separations
23.35.50.11.24;Floor Mats and Grilles
23.35.50.11.24.11;Floor Mats
23.35.50.11.24.14;Floor Grilles
23.35.50.11.24.17;Floor Gratings
23.35.50.14;Floor Covering Strips, Tiles, Blocks, and Slabs
23.35.50.14.11;Wood Flooring
23.35.50.14.11.11;Cushioned Wood Flooring Assemblies
23.35.50.14.11.14;Mastic Set Wood Flooring Assemblies
23.35.50.14.11.17;Resilient Wood Flooring Assemblies
23.35.50.14.11.21;Wood Athletic Flooring
23.35.50.14.11.24;Wood Block Flooring
23.35.50.14.11.27;Wood Composition Flooring
23.35.50.14.11.31;Wood Parquet Flooring
23.35.50.14.11.34;Wood Strip Flooring
23.35.50.14.14;Tile Flooring
23.35.50.14.14.11;Ceramic Tile Flooring
23.35.50.14.14.11.11;Ceramic Mosaic Tile Flooring
23.35.50.14.14.11.14;Conductive Tile Flooring
23.35.50.14.14.14;Quarry Tile Flooring
23.35.52.22.10;Chemical-Resistant Quarry Tile Flooring
23.35.50.14.14.17;Porcelain Tile Flooring
23.35.50.14.14.21;Glass Mosaic Tile Flooring
23.35.50.14.14.24;Plastic Tile Flooring
23.35.50.14.14.27;Metal Tile Flooring
23.35.50.14.14.31;Natural Cut Stone Tile Flooring
23.35.50.14.14.34;Tile Flooring Restoration Products
23.35.50.14.17;Terrazzo Flooring
23.35.50.14.17.11;Portland Cement Terrazzo Flooring
23.35.50.14.17.14;Precast Terrazzo Flooring
23.35.50.14.17.17;Conductive Terrazzo Flooring
23.35.50.14.17.21;Plastic matrix Terrazzo Flooring
23.35.50.14.17.24;Terrazzo Flooring Restoration Products
23.35.50.14.21;Masonry Flooring
23.35.50.14.21.11;Brick Flooring
23.35.50.14.21.11.11;Chemical-Resistant Brick Flooring
23.35.50.14.21.14;Stone Flooring
23.35.50.14.24;Precast Tile and Slab Flooring
23.35.50.14.27;Metal Flooring
23.35.50.17;Resilient Flooring
23.35.50.17.11;Cork Flooring
23.35.50.17.14;Plastic Flooring
23.35.50.17.17;Rubber Flooring
23.35.50.17.21;Linoleum Flooring
23.35.50.17.24;Mechanical Fasteners for Resilient Floor Coverings
23.35.50.17.24.11;Floor Clips
23.35.50.17.24.14;Carpet Grippers
23.35.50.17.24.17;Stair Rods
23.35.50.17.27;Other Resilient Flooring
23.35.50.21;Carpet Flooring
23.35.50.21.11;Carpet Cushion
23.35.50.21.14;Carpet Tile
23.35.50.21.17;Indoor and Outdoor Carpet
23.35.50.21.21;Sheet Carpet
23.35.50.24;Preformed Flooring Systems
23.35.50.24.11;Floating Floors
23.35.50.24.14;Portable Floors
23.35.50.24.17;Convertible Floors
23.35.50.24.21;Gymnasium or Dance Flooring
23.35.50.27;Access Flooring
23.35.50.27.11;Access Flooring Components
23.35.50.27.11.11;Access Floors, Frames
23.35.50.27.11.14;Access Floors, Infill Panels
23.35.50.27.14;Rigid Grid Access Flooring
23.35.50.27.17;Snap-On Stringer Access Flooring
23.35.50.27.21;Stringerless Access Flooring
23.35.70.00;Ceiling Coverings, Claddings, and Linings
23.35.70.11;Ceiling Tiles, Panels, Strips, and Sections
23.35.70.11.11;Ceiling Tiles
23.35.70.11.11.11;Acoustical Ceiling Tile
23.35.70.11.14;Ceiling Panels
23.35.70.11.14.11;Acoustical Ceiling Panels
23.35.70.11.14.14;Mirror Ceiling Panel
23.35.70.11.17;Ceiling Covering Strips
23.35.70.11.17.11;Linear Metal Ceiling Covering Strips
23.35.70.11.17.14;Linear Wood Ceiling Covering Strips
23.35.70.11.21;Ceiling Covering Sections
23.35.70.11.21.11;Suspended Decorative Ceiling Grids
23.35.70.14;Ceiling Finishing Coatings
23.35.70.14.11;Textured Ceilings
23.35.70.14.11.11;Gypsum Panel Textured Ceilings
23.35.70.14.11.14;Metal Panel Textured Ceilings
23.35.70.17;Ceiling Specialties and Accessories
23.35.70.17.11;Roses, Ceiling Centerpieces
23.35.70.17.14;Ceiling Coving
23.35.70.17.17;Cornices, Friezes
23.35.70.21;Ceiling Assembly Restoration Products
23.35.70.24;Ceilings
23.35.70.24.11;Suspended Ceilings
23.35.70.24.11.11;Suspended Ceiling Components
23.35.70.24.11.11.11;Suspended Ceilings, Suspension Assembly
23.35.70.24.11.11.14;Suspended Ceilings, Panels and Tiles
23.35.70.24.11.11.17;Suspended Ceilings, Grids
23.35.70.24.11.11.21;Mechanical Fasteners for Suspended Ceilings
23.35.70.24.11.14;Acoustical Ceilings
23.35.70.24.11.14.11;Metal Pan Acoustical Ceilings
23.35.70.24.11.14.14;Acoustical Panel Ceilings
23.35.70.24.11.14.17;Acoustical Tile Ceilings
23.35.70.24.11.17;Specialty Ceilings
23.35.70.24.11.17.11;Integrated Ceilings
23.35.70.24.11.17.14;Linear Ceilings
23.35.70.24.11.17.14.11;Metal Linear Ceilings
23.35.70.24.11.17.14.14;Wood Linear Ceilings
23.35.70.24.11.17.17;Luminous Ceilings
23.35.70.24.11.17.21;Mirror Panel Ceilings
23.35.70.24.11.17.24;Textured Ceilings
23.35.70.24.11.17.27;Suspended Decorative Grids
23.35.70.24.14;Stretched Fabric Ceilings
23.40.00.00;Equipment and Furnishings
23.40.05.00;Plants and Planting Products
23.40.05.11;Planting Products
23.40.05.11.14;Plant Maintenance Products
23.40.05.11.14.17;Mowing Equipment
23.40.05.11.14.21;Pruning Equipment
23.40.05.11.14.24;Watering Equipment
23.40.05.11.14.27;Irrigation System
23.40.05.17;Exterior Plants
23.40.05.17.11;Ground Covers
23.40.05.17.14;Plants and Bulbs
23.40.05.17.17;Shrubs
23.40.05.17.21;Coniferous Trees
23.40.05.17.24;Deciduous Trees
23.40.05.21;Planting Accessories
23.40.05.21.11;Landscaping Edging
23.40.05.21.14;Landscape Timbers
23.40.05.21.17;Planters
23.40.05.21.21;Tree Grates
23.40.05.21.24;Tree Grids
23.40.10.00;Exterior Equipment and Furnishings
23.40.10.11;Site Furnishings
23.40.10.11.11;Bicycle Racks
23.40.10.11.14;Exterior Seating
23.40.10.11.17;Exterior Tables
23.40.10.11.21;Trash Receptors
23.40.10.11.24;Storage Specialties for Services and Maintenance
23.40.10.14;Exterior Specialties
23.40.10.14.11;Flagpoles
23.40.10.14.11.11;Automatic Flagpoles
